start_chrom,start_pos,stop_chrom,stop_pos,altSiteCount,refSiteCount,avgDepth,avgRefReads,avgAltReads,avgOtherReads
pseudo24,1,pseudo24,50,3,47.0,187.86,186.86,0.36,0.04
pseudo24,51,pseudo24,100,0,50.0,278.88,278.52,0.0,0.0
pseudo24,101,pseudo24,150,0,50.0,303.98,303.98,0.0,0.0
pseudo24,151,pseudo24,200,0,50.0,319.42,319.42,0.0,0.0
pseudo24,201,pseudo24,250,0,50.0,307.6,307.6,0.0,0.0
pseudo24,251,pseudo24,300,0,50.0,310.64,310.64,0.0,0.0
pseudo24,301,pseudo24,350,0,50.0,306.76,306.76,0.0,0.0
pseudo24,351,pseudo24,400,0,50.0,292.68,292.66,0.0,0.0
pseudo24,401,pseudo24,450,0,50.0,284.06,284.06,0.0,0.0
pseudo24,451,pseudo24,500,0,50.0,303.52,303.52,0.0,0.0
pseudo24,501,pseudo24,550,0,50.0,313.02,313.02,0.0,0.0
pseudo24,551,pseudo24,600,0,50.0,305.18,305.02,0.0,0.0
pseudo24,601,pseudo24,650,0,50.0,326.28,326.26,0.0,0.0
pseudo24,651,pseudo24,700,0,50.0,341.9,341.9,0.0,0.0
pseudo24,701,pseudo24,750,0,50.0,311.32,311.28,0.0,0.0
pseudo24,751,pseudo24,800,0,50.0,317.94,317.92,0.0,0.0
pseudo24,801,pseudo24,850,0,50.0,339.8,339.78,0.0,0.0
pseudo24,851,pseudo24,900,0,50.0,316.34,316.34,0.0,0.0
pseudo24,901,pseudo24,950,0,50.0,317.86,317.86,0.0,0.0
pseudo24,951,pseudo24,1000,0,50.0,304.66,304.66,0.0,0.0
pseudo24,1001,pseudo24,1050,0,50.0,277.58,277.58,0.0,0.0
pseudo24,1051,pseudo24,1100,0,50.0,304.78,304.78,0.0,0.0
pseudo24,1101,pseudo24,1150,0,50.0,337.1,337.08,0.0,0.0
pseudo24,1151,pseudo24,1200,0,50.0,331.14,331.12,0.0,0.0
pseudo24,1201,pseudo24,1250,0,50.0,332.42,332.42,0.0,0.0
pseudo24,1251,pseudo24,1300,0,50.0,337.24,337.24,0.0,0.0
pseudo24,1301,pseudo24,1350,0,50.0,326.5,326.5,0.0,0.0
pseudo24,1351,pseudo24,1400,0,50.0,329.56,329.56,0.0,0.0
pseudo24,1401,pseudo24,1450,0,50.0,330.86,330.44,0.0,0.0
pseudo24,1451,pseudo24,1500,0,50.0,329.64,329.22,0.0,0.0
pseudo24,1501,pseudo24,1550,0,50.0,314.7,314.7,0.0,0.0
pseudo24,1551,pseudo24,1600,0,50.0,312.66,312.66,0.0,0.0
pseudo24,1601,pseudo24,1650,0,50.0,316.64,316.02,0.0,0.0
pseudo24,1651,pseudo24,1700,0,50.0,302.24,302.24,0.0,0.0
pseudo24,1701,pseudo24,1750,0,50.0,279.72,279.62,0.0,0.0
pseudo24,1751,pseudo24,1800,0,50.0,274.86,274.64,0.0,0.0
pseudo24,1801,pseudo24,1850,0,50.0,288.14,288.14,0.0,0.0
pseudo24,1851,pseudo24,1900,0,50.0,310.98,310.92,0.0,0.0
pseudo24,1901,pseudo24,1950,0,50.0,319.26,319.26,0.0,0.0
pseudo24,1951,pseudo24,2000,0,50.0,309.44,309.44,0.0,0.0
pseudo24,2001,pseudo24,2050,0,50.0,321.88,321.54,0.0,0.0
pseudo24,2051,pseudo24,2100,0,50.0,313.96,313.96,0.0,0.0
pseudo24,2101,pseudo24,2150,0,50.0,274.18,274.18,0.0,0.0
pseudo24,2151,pseudo24,2200,0,50.0,248.6,248.38,0.0,0.0
pseudo24,2201,pseudo24,2250,0,50.0,268.66,268.66,0.0,0.0
pseudo24,2251,pseudo24,2300,0,50.0,271.08,271.08,0.0,0.0
pseudo24,2301,pseudo24,2350,0,50.0,258.7,258.7,0.0,0.0
pseudo24,2351,pseudo24,2400,0,50.0,255.7,255.5,0.0,0.0
pseudo24,2401,pseudo24,2450,0,50.0,241.64,241.6,0.0,0.0
pseudo24,2451,pseudo24,2500,0,50.0,255.3,255.28,0.0,0.0
pseudo24,2501,pseudo24,2550,0,50.0,277.56,277.54,0.0,0.0
pseudo24,2551,pseudo24,2600,0,50.0,278.6,278.12,0.0,0.0
pseudo24,2601,pseudo24,2650,0,50.0,289.48,289.4,0.0,0.0
pseudo24,2651,pseudo24,2700,0,50.0,308.16,308.16,0.0,0.0
pseudo24,2701,pseudo24,2750,0,50.0,320.02,319.98,0.0,0.0
pseudo24,2751,pseudo24,2800,0,50.0,313.14,313.14,0.0,0.0
pseudo24,2801,pseudo24,2850,0,50.0,301.18,301.16,0.0,0.0
pseudo24,2851,pseudo24,2900,0,50.0,313.82,313.56,0.0,0.0
pseudo24,2901,pseudo24,2950,0,50.0,315.76,315.58,0.0,0.0
pseudo24,2951,pseudo24,3000,0,50.0,294.1,294.1,0.0,0.0
pseudo24,3001,pseudo24,3050,0,50.0,276.92,276.74,0.0,0.0
pseudo24,3051,pseudo24,3100,0,50.0,287.7,287.54,0.0,0.0
pseudo24,3101,pseudo24,3150,0,50.0,302.66,302.2,0.0,0.0
pseudo24,3151,pseudo24,3200,0,50.0,292.4,292.4,0.0,0.0
pseudo24,3201,pseudo24,3250,0,50.0,284.36,284.34,0.0,0.0
pseudo24,3251,pseudo24,3300,0,50.0,280.42,280.04,0.0,0.0
pseudo24,3301,pseudo24,3350,0,50.0,265.68,265.68,0.0,0.0
pseudo24,3351,pseudo24,3400,0,50.0,256.92,256.92,0.0,0.0
pseudo24,3401,pseudo24,3450,0,50.0,273.84,273.84,0.0,0.0
pseudo24,3451,pseudo24,3500,0,50.0,300.6,300.58,0.0,0.0
pseudo24,3501,pseudo24,3550,0,50.0,291.1,291.02,0.0,0.0
pseudo24,3551,pseudo24,3600,0,50.0,284.36,284.34,0.0,0.0
pseudo24,3601,pseudo24,3650,0,50.0,285.92,285.86,0.0,0.0
