start_chrom,start_pos,stop_chrom,stop_pos,altSiteCount,refSiteCount,avgDepth,avgRefReads,avgAltReads,avgOtherReads
pseudo22,1,pseudo22,50,0,50.0,67.64,67.4,0.0,0.0
pseudo22,51,pseudo22,100,0,50.0,149.86,149.86,0.0,0.0
pseudo22,101,pseudo22,150,0,50.0,155.28,155.12,0.0,0.0
pseudo22,151,pseudo22,200,0,50.0,163.66,163.42,0.0,0.0
pseudo22,201,pseudo22,250,0,50.0,212.84,212.84,0.0,0.0
pseudo22,251,pseudo22,300,0,50.0,258.6,258.48,0.0,0.0
pseudo22,301,pseudo22,350,0,50.0,270.52,270.36,0.0,0.0
pseudo22,351,pseudo22,400,0,50.0,261.52,261.46,0.0,0.0
pseudo22,401,pseudo22,450,0,50.0,240.94,240.9,0.0,0.0
pseudo22,451,pseudo22,500,0,50.0,248.88,248.86,0.0,0.0
pseudo22,501,pseudo22,550,0,50.0,272.66,272.66,0.0,0.0
pseudo22,551,pseudo22,600,0,50.0,259.9,259.9,0.0,0.0
pseudo22,601,pseudo22,650,1,49.0,243.96,241.38,2.54,0.0
pseudo22,651,pseudo22,700,0,50.0,230.16,230.16,0.0,0.0
pseudo22,701,pseudo22,750,0,50.0,242.48,242.48,0.0,0.0
pseudo22,751,pseudo22,800,0,50.0,255.0,254.72,0.0,0.0
pseudo22,801,pseudo22,850,1,49.0,243.52,243.34,0.1,0.06
pseudo22,851,pseudo22,900,0,50.0,247.8,247.08,0.0,0.0
pseudo22,901,pseudo22,950,0,50.0,252.14,252.14,0.0,0.0
pseudo22,951,pseudo22,1000,0,50.0,270.68,270.58,0.0,0.0
pseudo22,1001,pseudo22,1050,0,50.0,280.5,280.22,0.0,0.0
pseudo22,1051,pseudo22,1100,0,50.0,262.64,261.98,0.0,0.0
pseudo22,1101,pseudo22,1150,1,49.0,264.36,258.9,5.46,0.0
pseudo22,1151,pseudo22,1200,0,50.0,279.16,279.16,0.0,0.0
pseudo22,1201,pseudo22,1250,1,49.0,296.88,290.92,5.96,0.0
pseudo22,1251,pseudo22,1300,0,50.0,312.94,312.72,0.0,0.0
pseudo22,1301,pseudo22,1350,0,50.0,321.44,321.02,0.0,0.0
pseudo22,1351,pseudo22,1400,1,49.0,337.18,336.86,0.3,0.02
pseudo22,1401,pseudo22,1450,0,50.0,333.88,333.68,0.0,0.0
pseudo22,1451,pseudo22,1500,1,49.0,319.92,319.76,0.14,0.02
pseudo22,1501,pseudo22,1550,1,49.0,310.32,304.1,6.2,0.02
pseudo22,1551,pseudo22,1600,2,48.0,313.7,313.32,0.36,0.02
pseudo22,1601,pseudo22,1650,4,46.0,322.24,320.74,0.8,0.08
pseudo22,1651,pseudo22,1700,0,50.0,290.32,290.3,0.0,0.0
pseudo22,1701,pseudo22,1750,0,50.0,259.92,259.92,0.0,0.0
pseudo22,1751,pseudo22,1800,1,49.0,270.18,265.14,5.04,0.0
pseudo22,1801,pseudo22,1850,0,50.0,254.12,254.12,0.0,0.0
pseudo22,1851,pseudo22,1900,0,50.0,244.18,244.18,0.0,0.0
pseudo22,1901,pseudo22,1950,0,50.0,279.38,279.38,0.0,0.0
pseudo22,1951,pseudo22,2000,0,50.0,273.3,273.3,0.0,0.0
pseudo22,2001,pseudo22,2050,0,50.0,250.0,249.98,0.0,0.0
pseudo22,2051,pseudo22,2100,0,50.0,275.2,275.18,0.0,0.0
pseudo22,2101,pseudo22,2150,1,49.0,302.66,296.72,5.76,0.02
pseudo22,2151,pseudo22,2200,0,50.0,321.2,320.3,0.0,0.0
pseudo22,2201,pseudo22,2250,0,50.0,331.18,331.18,0.0,0.0
pseudo22,2251,pseudo22,2300,0,50.0,336.42,336.4,0.0,0.0
pseudo22,2301,pseudo22,2350,0,50.0,339.64,339.58,0.0,0.0
pseudo22,2351,pseudo22,2400,1,49.0,318.42,312.34,6.08,0.0
pseudo22,2401,pseudo22,2450,0,50.0,283.64,283.22,0.0,0.0
pseudo22,2451,pseudo22,2500,0,50.0,254.28,254.0,0.0,0.0
pseudo22,2501,pseudo22,2550,0,50.0,283.54,283.2,0.0,0.0
pseudo22,2551,pseudo22,2600,0,50.0,291.16,291.0,0.0,0.0
pseudo22,2601,pseudo22,2650,0,50.0,253.26,251.72,0.0,0.0
pseudo22,2651,pseudo22,2700,0,50.0,247.28,246.52,0.0,0.0
pseudo22,2701,pseudo22,2750,0,50.0,258.92,257.38,0.0,0.0
pseudo22,2751,pseudo22,2800,1,49.0,258.0,252.74,5.08,0.0
pseudo22,2801,pseudo22,2850,0,50.0,249.76,249.34,0.0,0.0
pseudo22,2851,pseudo22,2900,0,50.0,252.12,252.12,0.0,0.0
pseudo22,2901,pseudo22,2950,0,50.0,282.44,282.44,0.0,0.0
pseudo22,2951,pseudo22,3000,1,49.0,313.96,307.76,6.2,0.0
pseudo22,3001,pseudo22,3050,1,49.0,308.3,302.28,6.02,0.0
pseudo22,3051,pseudo22,3100,0,50.0,292.44,292.44,0.0,0.0
pseudo22,3101,pseudo22,3150,0,50.0,296.1,296.1,0.0,0.0
pseudo22,3151,pseudo22,3200,0,50.0,293.28,293.28,0.0,0.0
pseudo22,3201,pseudo22,3250,0,50.0,283.94,283.94,0.0,0.0
pseudo22,3251,pseudo22,3300,4,46.0,357.48,351.42,5.58,0.12
pseudo22,3301,pseudo22,3350,7,43.0,577.56,551.18,25.94,0.16
pseudo22,3351,pseudo22,3400,5,45.0,857.64,815.86,41.2,0.34
pseudo22,3401,pseudo22,3450,6,44.0,886.76,643.48,6.16,0.44
pseudo22,3451,pseudo22,3500,6,44.0,1047.4,973.32,32.34,0.96
pseudo22,3501,pseudo22,3550,6,44.0,1203.62,1108.78,85.96,0.12
pseudo22,3551,pseudo22,3600,8,42.0,1433.36,1339.96,90.36,0.28
pseudo22,3601,pseudo22,3650,8,42.0,1446.9,1330.28,108.86,0.22
pseudo22,3651,pseudo22,3700,4,46.0,1264.22,1184.74,61.28,0.38
pseudo22,3701,pseudo22,3750,6,44.0,718.22,614.94,18.62,0.08
pseudo22,3751,pseudo22,3800,7,43.0,421.42,395.86,10.4,0.14
pseudo22,3801,pseudo22,3850,5,45.0,400.32,393.56,6.74,0.02
pseudo22,3851,pseudo22,3900,6,44.0,501.2,441.74,8.5,0.32
pseudo22,3901,pseudo22,3950,5,45.0,899.04,848.04,27.38,0.36
pseudo22,3951,pseudo22,4000,6,44.0,754.36,697.4,54.9,0.26
pseudo22,4001,pseudo22,4050,2,48.0,369.54,365.12,4.38,0.04
pseudo22,4051,pseudo22,4100,1,49.0,358.5,357.58,0.84,0.0
pseudo22,4101,pseudo22,4150,9,41.0,488.06,466.76,20.88,0.18
pseudo22,4151,pseudo22,4200,4,46.0,753.72,735.46,18.04,0.12
pseudo22,4201,pseudo22,4250,2,48.0,872.4,832.46,9.8,0.02
pseudo22,4251,pseudo22,4300,5,45.0,742.34,713.54,28.62,0.12
pseudo22,4301,pseudo22,4350,1,49.0,875.76,863.02,12.68,0.02
pseudo22,4351,pseudo22,4400,5,45.0,1270.0,1183.64,76.82,9.08
pseudo22,4401,pseudo22,4450,1,49.0,1378.34,1357.86,20.4,0.04
pseudo22,4451,pseudo22,4500,5,45.0,1434.94,1351.3,82.9,0.24
pseudo22,4501,pseudo22,4550,1,49.0,1523.06,1498.48,24.26,0.06
pseudo22,4551,pseudo22,4600,2,48.0,1607.12,1579.0,26.08,0.34
pseudo22,4601,pseudo22,4650,3,47.0,1640.82,1596.84,43.54,0.28
pseudo22,4651,pseudo22,4700,4,46.0,1629.0,1561.84,66.94,0.16
pseudo22,4701,pseudo22,4750,2,48.0,1717.82,1671.2,46.24,0.08
pseudo22,4751,pseudo22,4800,1,49.0,1720.26,1693.36,26.5,0.1
pseudo22,4801,pseudo22,4850,2,48.0,1630.78,1579.3,50.76,0.1
pseudo22,4851,pseudo22,4900,2,48.0,1800.58,1739.6,60.38,0.08
pseudo22,4901,pseudo22,4950,3,47.0,1921.22,1862.36,48.86,7.08
pseudo22,4951,pseudo22,5000,3,47.0,1903.8,1813.24,89.92,0.28
pseudo22,5001,pseudo22,5050,3,47.0,1865.82,1775.08,89.58,0.16
pseudo22,5051,pseudo22,5100,2,48.0,1671.58,1618.16,53.0,0.06
pseudo22,5101,pseudo22,5150,3,47.0,1715.2,1636.42,77.58,0.22
pseudo22,5151,pseudo22,5200,1,49.0,1790.12,1761.56,28.08,0.26
pseudo22,5201,pseudo22,5250,0,50.0,1780.68,1780.66,0.0,0.0
pseudo22,5251,pseudo22,5300,2,48.0,1633.3,1597.64,35.46,0.08
pseudo22,5301,pseudo22,5350,4,46.0,1514.02,1449.6,63.56,0.82
pseudo22,5351,pseudo22,5400,1,49.0,1476.24,1469.4,3.82,1.36
pseudo22,5401,pseudo22,5450,3,47.0,1375.24,1319.04,29.3,0.72
pseudo22,5451,pseudo22,5500,4,46.0,1324.38,1260.9,62.28,0.24
pseudo22,5501,pseudo22,5550,5,45.0,1188.08,1128.82,50.9,0.18
pseudo22,5551,pseudo22,5600,7,43.0,1025.48,932.18,62.52,0.82
pseudo22,5601,pseudo22,5650,2,48.0,1142.36,1122.74,19.46,0.04
pseudo22,5651,pseudo22,5700,2,48.0,1306.08,1270.92,34.38,0.08
pseudo22,5701,pseudo22,5750,3,47.0,1296.36,1238.2,57.34,0.06
pseudo22,5751,pseudo22,5800,3,47.0,1356.82,1293.84,61.94,0.08
pseudo22,5801,pseudo22,5850,6,44.0,1694.26,1544.0,118.82,0.3
pseudo22,5851,pseudo22,5900,11,39.0,2169.6,1958.6,208.92,1.2
pseudo22,5901,pseudo22,5950,5,45.0,2379.52,2316.64,61.06,0.22
