start_chrom,start_pos,stop_chrom,stop_pos,altSiteCount,refSiteCount,avgDepth,avgRefReads,avgAltReads,avgOtherReads
pseudo21,1,pseudo21,50,0,50.0,859.62,858.58,0.0,0.0
pseudo21,51,pseudo21,100,2,48.0,1238.3,1166.96,21.7,0.7
pseudo21,101,pseudo21,150,6,44.0,563.4,534.5,12.24,0.2
pseudo21,151,pseudo21,200,2,48.0,321.2,317.88,3.24,0.08
pseudo21,201,pseudo21,250,0,50.0,282.12,282.08,0.0,0.0
pseudo21,251,pseudo21,300,0,50.0,309.22,309.22,0.0,0.0
pseudo21,301,pseudo21,350,0,50.0,310.92,310.92,0.0,0.0
pseudo21,351,pseudo21,400,2,48.0,300.66,294.7,5.76,0.02
pseudo21,401,pseudo21,450,0,50.0,307.84,307.68,0.0,0.0
pseudo21,451,pseudo21,500,0,50.0,334.34,333.94,0.0,0.0
pseudo21,501,pseudo21,550,0,50.0,335.22,335.22,0.0,0.0
pseudo21,551,pseudo21,600,1,49.0,331.94,325.56,6.36,0.0
pseudo21,601,pseudo21,650,1,49.0,314.18,311.06,3.04,0.08
pseudo21,651,pseudo21,700,1,49.0,303.5,300.58,2.9,0.02
pseudo21,701,pseudo21,750,1,49.0,330.66,327.28,3.36,0.02
pseudo21,751,pseudo21,800,0,50.0,356.22,356.22,0.0,0.0
pseudo21,801,pseudo21,850,0,50.0,355.66,355.66,0.0,0.0
pseudo21,851,pseudo21,900,1,49.0,345.44,341.8,3.6,0.04
pseudo21,901,pseudo21,950,0,50.0,339.6,339.6,0.0,0.0
pseudo21,951,pseudo21,1000,0,50.0,329.58,329.56,0.0,0.0
pseudo21,1001,pseudo21,1050,0,50.0,310.3,310.26,0.0,0.0
pseudo21,1051,pseudo21,1100,0,50.0,304.02,303.96,0.0,0.0
pseudo21,1101,pseudo21,1150,0,50.0,304.62,304.42,0.0,0.0
pseudo21,1151,pseudo21,1200,0,50.0,303.86,303.84,0.0,0.0
pseudo21,1201,pseudo21,1250,0,50.0,310.94,310.42,0.0,0.0
pseudo21,1251,pseudo21,1300,0,50.0,303.84,303.84,0.0,0.0
